"geonameid","name","asciiname","latitude","longitude","country_code","admin1_code","admin1_name","population","timezone","hl","gl"
"7645166","San Miguel","San Miguel","-34.54335","-58.71229","AR","01","Buenos Aires","168762","America/Argentina/Buenos_Aires","es","AR"
"3531200","Chalco","Chalco","19.26174","-98.89775","MX","15","México","168720","America/Mexico_City","es","MX"
"11962431","Vila Andrade","Vila Andrade","-23.62623","-46.72828","BR","27","São Paulo","168669","America/Sao_Paulo","pt","BR"
"3453303","Poços de Caldas","Pocos de Caldas","-21.78778","-46.56139","BR","15","Minas Gerais","168641","America/Sao_Paulo","pt","BR"
"3647444","Calabozo","Calabozo","8.92416","-67.42929","VE","12","Guárico","168605","America/Caracas","es","VE"
"3471766","Araraquara","Araraquara","-21.79444","-48.17556","BR","27","São Paulo","168468","America/Sao_Paulo","pt","BR"
"3665688","Yopal","Yopal","5.33573","-72.3939","CO","32","Casanare Department","168433","America/Bogota","es","CO"
"3433360","Ituzaingó","Ituzaingo","-27.58504","-56.68707","AR","06","Corrientes","168419","America/Argentina/Cordoba","es","AR"
"3682426","Florencia","Florencia","1.61549","-75.60412","CO","08","Caquetá","168346","America/Bogota","es","CO"
"3463422","Ferraz de Vasconcelos","Ferraz de Vasconcelos","-23.54083","-46.36861","BR","27","São Paulo","167900","America/Sao_Paulo","pt","BR"
"5357527","Hollywood","Hollywood","34.09834","-118.32674","US","CA","California","167664","America/Los_Angeles","en","US"
"3646382","Carúpano","Carupano","10.66516","-63.25387","VE","19","Sucre","167187","America/Caracas","es","VE"
"5346111","Elk Grove","Elk Grove","38.4088","-121.37162","US","CA","California","166913","America/Los_Angeles","en","US"
"4613868","Clarksville","Clarksville","36.52977","-87.35945","US","TN","Tennessee","166722","America/Chicago","en","US"
"4168139","Pembroke Pines","Pembroke Pines","26.00315","-80.22394","US","FL","Florida","166611","America/New_York","en","US"
"3675657","Maicao","Maicao","11.37837","-72.2395","CO","17","La Guajira Department","166603","America/Bogota","es","CO"
"3407327","Arapiraca","Arapiraca","-9.7525","-36.66111","BR","02","Alagoas","166562","America/Maceio","pt","BR"
"3897347","Calama","Calama","-22.45667","-68.92371","CL","03","Antofagasta","166334","America/Santiago","es","CL"
"3631412","Ocumare del Tuy","Ocumare del Tuy","10.1182","-66.77513","VE","15","Miranda","166072","America/Caracas","es","VE"
"6094578","Oshawa","Oshawa","43.90012","-78.84957","CA","08","Ontario","166000","America/Toronto","en","CA"
"5292387","Deer Valley","Deer Valley","33.68393","-112.13488","US","AZ","Arizona","165656","America/Phoenix","en","US"
"3458930","Lages","Lages","-27.81611","-50.32611","BR","26","Santa Catarina","164676","America/Sao_Paulo","pt","BR"
"4169171","Port Saint Lucie","Port Saint Lucie","27.29393","-80.35033","US","FL","Florida","164603","America/New_York","en","US"
"11962389","Lajeado","Lajeado","-23.53361","-46.40866","BR","27","São Paulo","164391","America/Sao_Paulo","pt","BR"
"5339631","Corona","Corona","33.87529","-117.56644","US","CA","California","164226","America/Los_Angeles","en","US"
"3470636","Barra Mansa","Barra Mansa","-22.54417","-44.17139","BR","21","Rio de Janeiro","164052","America/Sao_Paulo","pt","BR"
"3456223","Nossa Senhora do Socorro","Nossa Senhora do Socorro","-10.855","-37.12611","BR","28","Sergipe","163993","America/Maceio","pt","BR"
"11962405","Pedreira","Pedreira","-23.70675","-46.64982","BR","27","São Paulo","163586","America/Sao_Paulo","pt","BR"
"5725846","Eugene","Eugene","44.05207","-123.08675","US","OR","Oregon","163460","America/Los_Angeles","en","US"
"3672328","Piedecuesta","Piedecuesta","6.98789","-73.04953","CO","26","Santander Department","163362","America/Bogota","es","CO"
"3682631","Envigado","Envigado","6.17591","-75.59174","CO","02","Antioquia","163007","America/Bogota","es","CO"
"4710178","McKinney","McKinney","33.19762","-96.61527","US","TX","Texas","162898","America/Chicago","en","US"
"3526485","Jiutepec","Jiutepec","18.88139","-99.17778","MX","17","Morelos","162427","America/Mexico_City","es","MX"
"3641099","El Vigía","El Vigia","8.6135","-71.65702","VE","14","Mérida","162289","America/Caracas","es","VE"
"3464460","Dourados","Dourados","-22.22111","-54.80556","BR","11","Mato Grosso do Sul","162202","America/Campo_Grande","pt","BR"
"3465196","Criciúma","Criciuma","-28.6775","-49.36972","BR","26","Santa Catarina","161954","America/Sao_Paulo","pt","BR"
"3893629","Coquimbo","Coquimbo","-29.95332","-71.33947","CL","07","Coquimbo Region","161317","America/Santiago","es","CL"
"5577147","Fort Collins","Fort Collins","40.58526","-105.08442","US","CO","Colorado","161175","America/Denver","en","US"
"5364940","Lancaster","Lancaster","34.69804","-118.13674","US","CA","California","161103","America/Los_Angeles","en","US"
"3628053","San Juan de los Morros","San Juan de los Morros","9.91246","-67.35398","VE","12","Guárico","160868","America/Caracas","es","VE"
"3691674","Sullana","Sullana","-4.90389","-80.68528","PE","20","Piura","160789","America/Lima","es","PE"
"3530049","Delegación Cuajimalpa de Morelos","Delegacion Cuajimalpa de Morelos","19.3692","-99.29089","MX","09","Mexico City","160491","America/Mexico_City","es","MX"
"3584399","Mejicanos","Mejicanos","13.72397","-89.188","SV","10","San Salvador Department","160317","America/El_Salvador","es","SV"
"3466296","Chapecó","Chapeco","-27.09639","-52.61833","BR","26","Santa Catarina","160157","America/Sao_Paulo","pt","BR"
"3996663","Manzanillo","Manzanillo","19.11695","-104.34214","MX","08","Colima","159853","America/Mexico_City","es","MX"
"3595237","Jalapa","Jalapa","14.63542","-89.99112","GT","10","Jalapa","159840","America/Guatemala","es","GT"
"4459467","Cary","Cary","35.79154","-78.78112","US","NC","North Carolina","159769","America/New_York","en","US"
"4744091","Alexandria","Alexandria","38.80484","-77.04692","US","VA","Virginia","159467","America/New_York","en","US"
"3538803","San Miguel del Padrón","San Miguel del Padron","23.09544","-82.32669","CU","02","Havana","159273","America/Havana","es","CU"
"3903320","Tarija","Tarija","-21.53549","-64.72956","BO","09","Tarija Department","159269","America/La_Paz","es","BO"
"3837702","Catamarca","Catamarca","-28.46957","-65.78524","AR","02","Catamarca","159139","America/Argentina/Catamarca","es","AR"
"5317071","Tempe Junction","Tempe Junction","33.41421","-111.94348","US","AZ","Arizona","158368","America/Phoenix","en","US"
"5380698","Palmdale","Palmdale","34.57943","-118.11646","US","CA","California","158351","America/Los_Angeles","en","US"
"3470583","Barreiras","Barreiras","-12.15278","-44.99","BR","05","Bahia","158292","America/Bahia","pt","BR"
"5355933","Hayward","Hayward","37.66882","-122.0808","US","CA","California","158289","America/Los_Angeles","en","US"
"3746183","Centro Habana","Centro Habana","23.13833","-82.36417","CU","02","Havana","158151","America/Havana","es","CU"
"3519537","San Cristóbal de las Casas","San Cristobal de las Casas","16.73006","-92.63825","MX","05","Chiapas","158027","America/Merida","es","MX"
"3387296","Sobral","Sobral","-3.68611","-40.34972","BR","06","Ceará","157996","America/Fortaleza","pt","BR"
"5964700","Greater Sudbury","Greater Sudbury","46.49","-80.99001","CA","08","Ontario","157857","America/Toronto","en","CA"
"5391295","Salinas","Salinas","36.67774","-121.6555","US","CA","California","157380","America/Los_Angeles","en","US"
"3529982","Cuautla","Cuautla","18.8106","-98.93525","MX","17","Morelos","157336","America/Mexico_City","es","MX"
"3838874","Río Cuarto","Rio Cuarto","-33.13044","-64.35272","AR","05","Cordoba","157010","America/Argentina/Cordoba","es","AR"
"3403741","Camaragibe","Camaragibe","-8.02167","-34.98111","BR","30","Pernambuco","156736","America/Recife","pt","BR"
"3595803","Escuintla","Escuintla","14.30097","-90.78816","GT","06","Escuintla","156313","America/Guatemala","es","GT"
"3518135","San Pablo de las Salinas","San Pablo de las Salinas","19.66658","-99.09477","MX","15","México","156191","America/Mexico_City","es","MX"
"5400075","Sunnyvale","Sunnyvale","37.36883","-122.03635","US","CA","California","155805","America/Los_Angeles","en","US"
"3460845","Itajaí","Itajai","-26.90778","-48.66194","BR","26","Santa Catarina","155716","America/Sao_Paulo","pt","BR"
"6318546","São Mateus","Sao Mateus","-23.60583","-46.47889","BR","27","São Paulo","155682","America/Sao_Paulo","pt","BR"
"3461408","Ilhéus","Ilheus","-14.79364","-39.03949","BR","05","Bahia","155499","America/Bahia","pt","BR"
"3587923","Villa Canales","Villa Canales","14.48285","-90.53425","GT","07","Guatemala","155423","America/Guatemala","es","GT"
"3884373","La Serena","La Serena","-29.90591","-71.25014","CL","07","Coquimbo Region","154521","America/Santiago","es","CL"
"4692559","Frisco","Frisco","33.15067","-96.82361","US","TX","Texas","154407","America/Chicago","en","US"
"4951788","Springfield","Springfield","42.10148","-72.58981","US","MA","Massachusetts","154341","America/New_York","en","US"
"3511540","San Cristóbal","San Cristobal","18.41713","-70.10682","DO","33","San Cristóbal","154040","America/Santo_Domingo","es","DO"
"4619947","East Chattanooga","East Chattanooga","35.06535","-85.24912","US","TN","Tennessee","154024","America/New_York","en","US"
"4717782","Pasadena","Pasadena","29.69106","-95.2091","US","TX","Texas","153784","America/Chicago","en","US"
"4431410","Jackson","Jackson","32.29876","-90.18481","US","MS","Mississippi","153701","America/Chicago","en","US"
"3454982","Parelheiros","Parelheiros","-23.8275","-46.72694","BR","27","São Paulo","153695","America/Sao_Paulo","pt","BR"
"3472177","Angra dos Reis","Angra dos Reis","-23.00667","-44.31806","BR","21","Rio de Janeiro","153635","America/Sao_Paulo","pt","BR"
"5384170","Pomona","Pomona","34.05529","-117.75228","US","CA","California","153266","America/Los_Angeles","en","US"
"3625515","Valle de La Pascua","Valle de La Pascua","9.21554","-66.00734","VE","12","Guárico","153136","America/Caracas","es","VE"
"3943789","Chincha Alta","Chincha Alta","-13.40985","-76.13235","PE","11","Ica","153076","America/Lima","es","PE"
"3450909","Rondonópolis","Rondonopolis","-16.47083","-54.63556","BR","14","Mato Grosso","152912","America/Cuiaba","pt","BR"
"5143307","Washington Heights","Washington Heights","40.8501","-73.93541","US","NY","New York","152613","America/New_York","en","US"
"5427946","Lakewood","Lakewood","39.70471","-105.08137","US","CO","Colorado","152597","America/Denver","en","US"
"3452525","Pouso Alegre","Pouso Alegre","-22.23","-45.93639","BR","15","Minas Gerais","152549","America/Sao_Paulo","pt","BR"
"6693228","Balvanera","Balvanera","-34.61032","-58.39766","AR","07","Buenos Aires F.D.","152198","America/Argentina/Buenos_Aires","es","AR"
"4003757","Ciudad Benito Juárez","Ciudad Benito Juarez","25.64724","-100.09582","MX","19","Nuevo León","151893","America/Monterrey","es","MX"
"3460748","Itapecerica da Serra","Itapecerica da Serra","-23.71694","-46.84917","BR","27","São Paulo","151605","America/Sao_Paulo","pt","BR"
"4273837","Kansas City","Kansas City","39.11417","-94.62746","US","KS","Kansas","151306","America/Chicago","en","US"
"5346827","Escondido","Escondido","33.11921","-117.08642","US","CA","California","151038","America/Los_Angeles","en","US"
"3461879","Guarapuava","Guarapuava","-25.39048","-51.46541","BR","18","Paraná","150850","America/Sao_Paulo","pt","BR"
"3895088","Chillán","Chillan","-36.60664","-72.10344","CL","18","Ñuble","150396","America/Santiago","es","CL"
"3992619","Piedras Negras","Piedras Negras","28.70007","-100.52353","MX","07","Coahuila","150178","America/Matamoros","es","MX"
"5107464","Astoria","Astoria","40.77205","-73.93014","US","NY","New York","150165","America/New_York","en","US"
"3521342","Playa del Carmen","Playa del Carmen","20.6274","-87.07987","MX","23","Quintana Roo","149923","America/Cancun","es","MX"
"4158928","Hollywood","Hollywood","26.0112","-80.14949","US","FL","Florida","149728","America/New_York","en","US"
"11962378","Iguatemi","Iguatemi","-23.61277","-46.42667","BR","27","São Paulo","149700","America/Sao_Paulo","pt","BR"
"5109790","Borough Park","Borough Park","40.63399","-73.99681","US","NY","New York","149248","America/New_York","en","US"
"5405288","Valencia","Valencia","34.44361","-118.60953","US","CA","California","148456","America/Los_Angeles","en","US"
"4907959","Rockford","Rockford","42.27113","-89.094","US","IL","Illinois","148278","America/Chicago","en","US"
"3642833","El Limón","El Limon","10.30589","-67.63212","VE","04","Aragua","148247","America/Caracas","es","VE"
"11962430","Sao Rafael","Sao Rafael","-23.62821","-46.45395","BR","27","São Paulo","148145","America/Sao_Paulo","pt","BR"
"3469136","Botucatu","Botucatu","-22.88583","-48.445","BR","27","São Paulo","148130","America/Sao_Paulo","pt","BR"
"3402383","Caxias","Caxias","-4.85889","-43.35611","BR","13","Maranhão","148072","America/Fortaleza","pt","BR"
"4756955","East Hampton","East Hampton","37.03737","-76.33161","US","VA","Virginia","147993","America/New_York","en","US"
"4898015","Joliet","Joliet","41.52519","-88.0834","US","IL","Illinois","147861","America/Chicago","en","US"
"4221552","Savannah","Savannah","32.08354","-81.09983","US","GA","Georgia","147780","America/New_York","en","US"
"5102466","Paterson","Paterson","40.91677","-74.17181","US","NJ","New Jersey","147754","America/New_York","en","US"
"5282804","Bridgeport","Bridgeport","41.17923","-73.18945","US","CT","Connecticut","147629","America/New_York","en","US"
"3567924","Balcón de la Lisa","Balcon de la Lisa","23.05346","-82.4476","CU","02","Havana","147415","America/Havana","es","CU"
"3456290","Nilópolis","Nilopolis","-22.8075","-43.41389","BR","21","Rio de Janeiro","147281","America/Sao_Paulo","pt","BR"
"4903279","Naperville","Naperville","41.78586","-88.14729","US","IL","Illinois","147100","America/Chicago","en","US"
"4013516","Colima","Colima","19.24473","-103.7127","MX","08","Colima","146965","America/Mexico_City","es","MX"
"3547398","Matanzas","Matanzas","23.04388","-81.58284","CU","03","Matanzas Province","146733","America/Havana","es","CU"
"3493175","Puerto Plata","Puerto Plata","19.79344","-70.6884","DO","18","Puerto Plata","146000","America/Santo_Domingo","es","DO"
"3595069","Jutiapa","Jutiapa","14.28491","-89.88798","GT","11","Jutiapa","145880","America/Guatemala","es","GT"
"3395503","Marabá","Maraba","-5.38146","-49.13232","BR","16","Pará","145860","America/Belem","pt","BR"
"3435261","Concordia","Concordia","-31.39195","-58.01706","AR","08","Entre Rios","145210","America/Argentina/Cordoba","es","AR"
"3488465","Spanish Town","Spanish Town","17.99107","-76.95742","JM","10","Saint Catherine Parish","145018","America/Jamaica","en","JM"
"4710826","Mesquite","Mesquite","32.7668","-96.59916","US","TX","Texas","144788","America/Chicago","en","US"
"3618030","León","Leon","12.43527","-86.87862","NI","08","León Department","144538","America/Managua","es","NI"
"5140405","Syracuse","Syracuse","43.04812","-76.14742","US","NY","New York","144142","America/New_York","en","US"
"3471335","Atibaia","Atibaia","-23.11694","-46.55028","BR","27","São Paulo","144088","America/Sao_Paulo","pt","BR"
"6137270","Saguenay","Saguenay","48.41675","-71.06573","CA","10","Quebec","143692","America/Toronto","en","CA"
"3458329","Luziânia","Luziania","-16.2525","-47.95028","BR","29","Goiás","143601","America/Sao_Paulo","pt","BR"
"5403022","Torrance","Torrance","33.83585","-118.34063","US","CA","California","143592","America/Los_Angeles","en","US"
"6325521","Lévis","Levis","46.80326","-71.17793","CA","10","Quebec","143414","America/Toronto","en","CA"
"11962407","Cachoeirinha","Cachoeirinha","-23.45442","-46.66209","BR","27","São Paulo","143366","America/Sao_Paulo","pt","BR"
"5316428","Surprise","Surprise","33.63059","-112.33322","US","AZ","Arizona","143148","America/Phoenix","en","US"
"3404545","Cabo de Santo Agostinho","Cabo de Santo Agostinho","-8.28773","-35.02925","BR","30","Pernambuco","143105","America/Recife","pt","BR"
"3458266","Macaé","Macae","-22.38484","-41.78324","BR","21","Rio de Janeiro","143029","America/Sao_Paulo","pt","BR"
"4333190","Metairie Terrace","Metairie Terrace","29.97854","-90.16396","US","LA","Louisiana","142489","America/Chicago","en","US"
"4575352","Columbia","Columbia","34.00071","-81.03481","US","SC","South Carolina","142416","America/New_York","en","US"
"5381396","Pasadena","Pasadena","34.14778","-118.14452","US","CA","California","142250","America/Los_Angeles","en","US"
"5990579","Kelowna","Kelowna","49.88307","-119.48568","CA","02","British Columbia","142146","America/Vancouver","en","CA"
"3899887","Alto Hospicio","Alto Hospicio","-20.26871","-70.1049","CL","15","Tarapacá","142086","America/Santiago","es","CL"
"3564178","Ciego de Ávila","Ciego de Avila","21.8422","-78.76034","CU","07","Ciego de Ávila Province","142027","America/Havana","es","CU"
"3682516","Facatativá","Facatativa","4.81367","-74.35453","CO","33","Cundinamarca","141762","America/Bogota","es","CO"
"3629576","Punto Fijo","Punto Fijo","11.69152","-70.19918","VE","11","Falcón","141729","America/Caracas","es","VE"
"3979802","Zamora","Zamora","19.9855","-102.28387","MX","16","Michoacán","141627","America/Mexico_City","es","MX"
"3598655","Chichicastenango","Chichicastenango","14.94333","-91.11116","GT","14","Quiché","141567","America/Guatemala","es","GT"
"5894171","Barrie","Barrie","44.40011","-79.66634","CA","08","Ontario","141434","America/Toronto","en","CA"
"5881791","Abbotsford","Abbotsford","49.05798","-122.25257","CA","02","British Columbia","141397","America/Vancouver","en","CA"
"3461563","Ibirité","Ibirite","-20.02194","-44.05889","BR","15","Minas Gerais","141374","America/Sao_Paulo","pt","BR"
"6317464","Lauro de Freitas","Lauro de Freitas","-12.89444","-38.32722","BR","05","Bahia","141280","America/Bahia","pt","BR"
"3907584","Potosí","Potosi","-19.58361","-65.75306","BO","07","Potosí Department","141251","America/La_Paz","es","BO"
"11962398","Cangaiba","Cangaiba","-23.49696","-46.52045","BR","27","São Paulo","141172","America/Sao_Paulo","pt","BR"
"4156404","Gainesville","Gainesville","29.65163","-82.32483","US","FL","Florida","141085","America/New_York","en","US"
"3455070","Paranaguá","Paranagua","-25.51626","-48.52537","BR","18","Paraná","141013","America/Sao_Paulo","pt","BR"
"5379513","Orange","Orange","33.78779","-117.85311","US","CA","California","140992","America/Los_Angeles","en","US"
"3530240","Córdoba","Cordoba","18.8842","-96.92559","MX","30","Veracruz","140896","America/Mexico_City","es","MX"
"3860443","Comodoro Rivadavia","Comodoro Rivadavia","-45.86256","-67.494","AR","04","Chubut","140850","America/Argentina/Catamarca","es","AR"
"5351247","Fullerton","Fullerton","33.87029","-117.92534","US","CA","California","140847","America/Los_Angeles","en","US"
"4703223","Killeen","Killeen","31.11712","-97.7278","US","TX","Texas","140806","America/Chicago","en","US"
"11962432","Vila Curuca","Vila Curuca","-23.51","-46.41566","BR","27","São Paulo","140673","America/Sao_Paulo","pt","BR"
"4709796","McAllen","McAllen","26.20341","-98.23001","US","TX","Texas","140269","America/Chicago","en","US"
"3947019","Ayacucho","Ayacucho","-13.1638","-74.22345","PE","05","Ayacucho","140033","America/Lima","es","PE"
"5927690","Coquitlam","Coquitlam","49.2846","-122.78217","CA","02","British Columbia","140000","America/Vancouver","en","CA"
"5786882","Bellevue","Bellevue","47.61038","-122.20068","US","WA","Washington","139820","America/Los_Angeles","en","US"
"3486270","Anaco","Anaco","9.42958","-64.46428","VE","02","Anzoátegui","139397","America/Caracas","es","VE"
"8393989","Plaza de la Revolución","Plaza de la Revolucion","23.11936","-82.39197","CU","02","Havana","139135","America/Havana","es","CU"
"3613533","Choloma","Choloma","15.61444","-87.95302","HN","06","Cortés Department","139100","America/Tegucigalpa","es","HN"
"3436077","Belgrano","Belgrano","-34.5627","-58.45829","AR","07","Buenos Aires F.D.","138942","America/Argentina/Buenos_Aires","es","AR"
"3518692","San Juan del Río","San Juan del Rio","20.38886","-99.99577","MX","22","Querétaro","138878","America/Mexico_City","es","MX"
"4333177","Metairie","Metairie","29.98409","-90.15285","US","LA","Louisiana","138481","America/Chicago","en","US"
"3626402","Táriba","Tariba","7.82117","-72.22329","VE","20","Táchira","138402","America/Caracas","es","VE"
"11962379","Sao Lucas","Sao Lucas","-23.59468","-46.54359","BR","27","São Paulo","138038","America/Sao_Paulo","pt","BR"
"3393001","Parnaíba","Parnaiba","-2.90472","-41.77667","BR","20","Piauí","138008","America/Fortaleza","pt","BR"
"3723779","Jacmel","Jacmel","18.23427","-72.53539","HT","13","Sud-Est","137966","America/Port-au-Prince","fr","HT"
"3460535","Itu","Itu","-23.26417","-47.29917","BR","27","São Paulo","137586","America/Sao_Paulo","pt","BR"
"4566880","Ponce","Ponce","18.01031","-66.62398","PR","113","Ponce","137491","America/Puerto_Rico","es","PR"
"3402591","Castanhal","Castanhal","-1.29389","-47.92639","BR","16","Pará","137406","America/Belem","pt","BR"
"3456225","Freguesia do Ó","Freguesia do O","-23.49877","-46.69983","BR","27","São Paulo","137240","America/Sao_Paulo","pt","BR"
"4164601","Miramar","Miramar","25.98731","-80.23227","US","FL","Florida","137132","America/New_York","en","US"
"3589885","San Juan Sacatepéquez","San Juan Sacatepequez","14.71889","-90.64417","GT","07","Guatemala","136886","America/Guatemala","es","GT"
"11962385","Cidade Lider","Cidade Lider","-23.56202","-46.4913","BR","27","São Paulo","136660","America/Sao_Paulo","pt","BR"
"4762894","Hampton","Hampton","37.02987","-76.34522","US","VA","Virginia","136454","America/New_York","en","US"
"3449324","São Caetano do Sul","Sao Caetano do Sul","-23.62306","-46.55111","BR","27","São Paulo","136453","America/Sao_Paulo","pt","BR"
"5405693","Van Nuys","Van Nuys","34.18667","-118.44897","US","CA","California","136443","America/Los_Angeles","en","US"
"5784607","West Valley City","West Valley City","40.69161","-112.00105","US","UT","Utah","136208","America/Denver","en","US"
"3877949","Osorno","Osorno","-40.57395","-73.13348","CL","14","Los Lagos Region","135773","America/Santiago","es","CL"
"3452073","Queimados","Queimados","-22.71611","-43.55528","BR","21","Rio de Janeiro","135741","America/Sao_Paulo","pt","BR"
"3672110","Pitalito","Pitalito","1.85371","-76.05071","CO","16","Huila Department","135711","America/Bogota","es","CO"
"4509884","Dayton","Dayton","39.75895","-84.19161","US","OH","Ohio","135512","America/New_York","en","US"
"3591415","Petapa","Petapa","14.50189","-90.56196","GT","07","Guatemala","135447","America/Guatemala","es","GT"
"3471758","Araras","Araras","-22.35694","-47.38417","BR","27","São Paulo","135331","America/Sao_Paulo","pt","BR"
"3687230","Cartago","Cartago","4.74639","-75.91167","CO","29","Valle del Cauca Department","134972","America/Bogota","es","CO"
"3728474","Cap-Haïtien","Cap-Haitien","19.75938","-72.19815","HT","09","Nord","134815","America/Port-au-Prince","fr","HT"
"4276614","Olathe","Olathe","38.8814","-94.81913","US","KS","Kansas","134305","America/Chicago","en","US"
"5882725","Ahuntsic-Cartierville","Ahuntsic-Cartierville","45.56667","-73.66667","CA","10","Quebec","134245","America/Toronto","en","CA"
"4013728","Ciudad Acuña","Ciudad Acuna","29.32322","-100.95217","MX","07","Coahuila","134233","America/Matamoros","es","MX"
"3836846","San Nicolás de los Arroyos","San Nicolas de los Arroyos","-33.33425","-60.2108","AR","01","Buenos Aires","134217","America/Argentina/Buenos_Aires","es","AR"
"3722286","Léogâne","Leogane","18.5111","-72.63343","HT","11","Ouest","134190","America/Port-au-Prince","fr","HT"
"11962412","Vila Jacui","Vila Jacui","-23.50262","-46.46156","BR","27","São Paulo","134189","America/Sao_Paulo","pt","BR"
"3547640","Marianao","Marianao","23.07385","-82.4189","CU","02","Havana","134057","America/Havana","es","CU"
"5014051","Warren","Warren","42.49044","-83.01304","US","MI","Michigan","134056","America/Detroit","en","US"
"3654215","Milagro","Milagro","-2.13396","-79.59337","EC","10","Guayas","133508","America/Guayaquil","es","EC"
"5441492","Thornton","Thornton","39.86804","-104.97192","US","CO","Colorado","133451","America/Denver","en","US"
"3868707","Valdivia","Valdivia","-39.81422","-73.24589","CL","17","Los Ríos Region","133419","America/Santiago","es","CL"
"4679195","Carrollton","Carrollton","32.95373","-96.89028","US","TX","Texas","133168","America/Chicago","en","US"
"6155721","St. Catharines","St. Catharines","43.17126","-79.24267","CA","08","Ontario","133113","America/Toronto","en","CA"
"6074377","Milton","Milton","43.51681","-79.88294","CA","08","Ontario","132979","America/Toronto","en","CA"
"5526337","Midland","Midland","31.99735","-102.07791","US","TX","Texas","132950","America/Chicago","en","US"
"3633444","Machiques","Machiques","10.06077","-72.55212","VE","23","Zulia","132734","America/Caracas","es","VE"
"4574324","Charleston","Charleston","32.77632","-79.93275","US","SC","South Carolina","132609","America/New_York","en","US"
"4739526","Waco","Waco","31.54933","-97.14667","US","TX","Texas","132356","America/Chicago","en","US"
"3564436","Cerro","Cerro","23.10809","-82.3866","CU","02","Havana","132351","America/Havana","es","CU"
"3453837","Pindamonhangaba","Pindamonhangaba","-22.92389","-45.46167","BR","27","São Paulo","132218","America/Sao_Paulo","pt","BR"
"5011148","Sterling Heights","Sterling Heights","42.58031","-83.0302","US","MI","Michigan","132052","America/Detroit","en","US"
"11962381","Rio Pequeno","Rio Pequeno","-23.57139","-46.75887","BR","27","São Paulo","131631","America/Sao_Paulo","pt","BR"
"3465059","Cubatão","Cubatao","-23.895","-46.42528","BR","27","São Paulo","131626","America/Sao_Paulo","pt","BR"
"4685907","Denton","Denton","33.21484","-97.13307","US","TX","Texas","131044","America/Chicago","en","US"
"3448031","Sapucaia do Sul","Sapucaia do Sul","-29.81782","-51.14551","BR","23","Rio Grande do Sul","130937","America/Sao_Paulo","pt","BR"
"3665542","Zipaquirá","Zipaquira","5.02208","-74.00481","CO","33","Cundinamarca","130432","America/Bogota","es","CO"
"4850751","Cedar Rapids","Cedar Rapids","42.00833","-91.64407","US","IA","Iowa","130405","America/Chicago","en","US"
"4839366","New Haven","New Haven","41.30815","-72.92816","US","CT","Connecticut","130322","America/New_York","en","US"
"5388881","Roseville","Roseville","38.75212","-121.28801","US","CA","California","130269","America/Los_Angeles","en","US"
"3874096","Quilpué","Quilpue","-33.04752","-71.44249","CL","01","Valparaíso","130263","America/Santiago","es","CL"
"3460102","Jaraguá do Sul","Jaragua do Sul","-26.48611","-49.06667","BR","26","Santa Catarina","130130","America/Sao_Paulo","pt","BR"
"3617723","Masaya","Masaya","11.97316","-86.09587","NI","11","Masaya Department","130113","America/Managua","es","NI"
"5406567","Visalia","Visalia","36.33023","-119.29206","US","CA","California","130104","America/Los_Angeles","en","US"
"12157008","San Martin","San Martin","-5.18591","-80.66927","PE","20","Piura","130000","America/Lima","es","PE"
"5913695","Cambridge","Cambridge","43.3601","-80.31269","CA","08","Ontario","129920","America/Toronto","en","CA"
"4151909","Coral Springs","Coral Springs","26.27119","-80.2706","US","FL","Florida","129485","America/New_York","en","US"
"6146143","Sherbrooke","Sherbrooke","45.40008","-71.89908","CA","10","Quebec","129447","America/Toronto","en","CA"
"11962426","Jardim Helena","Jardim Helena","-23.4837","-46.41309","BR","27","São Paulo","129409","America/Sao_Paulo","pt","BR"
"5402405","Thousand Oaks","Thousand Oaks","34.17056","-118.83759","US","CA","California","129339","America/Los_Angeles","en","US"
"4381982","Columbia","Columbia","38.95171","-92.33407","US","MO","Missouri","129330","America/Chicago","en","US"
"3893656","Copiapó","Copiapo","-27.36737","-70.33219","CL","05","Atacama","129280","America/Santiago","es","CL"
"3671116","Quibdó","Quibdo","5.69188","-76.65835","CO","11","Chocó","129237","America/Bogota","es","CO"
"3645854","Charallave","Charallave","10.24247","-66.85723","VE","15","Miranda","129182","America/Caracas","es","VE"
"3675595","Malambo","Malambo","10.85953","-74.77386","CO","04","Atlántico","129148","America/Bogota","es","CO"
"3979844","Zacatecas","Zacatecas","22.76843","-102.58141","MX","32","Zacatecas","129011","America/Mexico_City","es","MX"
"5097598","Elizabeth","Elizabeth","40.66399","-74.2107","US","NJ","New Jersey","129007","America/New_York","en","US"
"3630932","Palo Negro","Palo Negro","10.17389","-67.54194","VE","04","Aragua","128875","America/Caracas","es","VE"
"4843564","Stamford","Stamford","41.05343","-73.53873","US","CT","Connecticut","128874","America/New_York","en","US"
"3457000","Mogi Guaçu","Mogi Guacu","-22.3677","-46.94552","BR","27","São Paulo","128865","America/Sao_Paulo","pt","BR"
"5339111","Concord","Concord","37.97798","-122.03107","US","CA","California","128667","America/Los_Angeles","en","US"
"3931276","Puno","Puno","-15.84003","-70.02198","PE","21","Puno","128637","America/Lima","es","PE"
"12377091","Bosque Saúde","Bosque Saude","-23.60926","-46.62304","BR","27","São Paulo","128469","America/Sao_Paulo","pt","BR"
