"geonameid","name","asciiname","latitude","longitude","country_code","admin1_code","admin1_name","population","timezone","hl","gl"
"3463237","Florianópolis","Florianopolis","-27.59667","-48.54917","BR","26","Santa Catarina","508826","America/Sao_Paulo","pt","BR"
"3668605","Santa Marta","Santa Marta","11.23855","-74.19427","CO","38","Magdalena Department","499192","America/Bogota","es","CO"
"3674453","Montería","Monteria","8.75081","-75.87823","CO","12","Córdoba","490935","America/Bogota","es","CO"
"3666304","Valledupar","Valledupar","10.46538","-73.2531","CO","10","Cesar Department","490075","America/Bogota","es","CO"
"3515302","Toluca","Toluca","19.28786","-99.65324","MX","15","México","489333","America/Mexico_City","es","MX"
"3532624","Ciudad López Mateos","Ciudad Lopez Mateos","19.55793","-99.25675","MX","15","México","489160","America/Mexico_City","es","MX"
"5074472","Omaha","Omaha","41.25626","-95.94043","US","NE","Nebraska","486051","America/Chicago","en","US"
"3515807","Cuautitlán Izcalli","Cuautitlan Izcalli","19.64388","-99.21598","MX","15","México","484573","America/Mexico_City","es","MX"
"3693528","Piura","Piura","-5.18192","-80.65715","PE","20","Piura","484475","America/Lima","es","PE"
"4487042","Raleigh","Raleigh","35.7721","-78.63861","US","NC","North Carolina","482295","America/New_York","en","US"
"3457381","Mauá","Maua","-23.66778","-46.46139","BR","27","São Paulo","477552","America/Sao_Paulo","pt","BR"
"4393217","Kansas City","Kansas City","39.09973","-94.57857","US","MO","Missouri","475378","America/Chicago","en","US"
"5367929","Long Beach","Long Beach","33.76696","-118.18923","US","CA","California","474140","America/Los_Angeles","en","US"
"5304391","Mesa","Mesa","33.42227","-111.82264","US","AZ","Arizona","471825","America/Phoenix","en","US"
"5139568","Staten Island","Staten Island","40.56233","-74.13986","US","NY","New York","468730","America/New_York","en","US"
"3672486","Pereira","Pereira","4.81428","-75.69488","CO","24","Risaralda Department","467269","America/Bogota","es","CO"
"4018390","Ciudad Apodaca","Ciudad Apodaca","25.78195","-100.18839","MX","19","Nuevo León","467157","America/Monterrey","es","MX"
"3470142","Belford Roxo","Belford Roxo","-22.76417","-43.39944","BR","21","Rio de Janeiro","466096","America/Sao_Paulo","pt","BR"
"3592519","Mixco","Mixco","14.63077","-90.60711","GT","07","Guatemala","465773","America/Guatemala","es","GT"
"3459712","Joinville","Joinville","-26.30444","-48.84556","BR","26","Santa Catarina","461304","America/Sao_Paulo","pt","BR"
"3651297","Santo Domingo de los Colorados","Santo Domingo de los Colorados","-0.25368","-79.17628","EC","26","Santo Domingo de los Tsáchilas","458580","America/Guayaquil","es","EC"
"5417598","Colorado Springs","Colorado Springs","38.83388","-104.82136","US","CO","Colorado","456568","America/Denver","en","US"
"3456283","Niterói","Niteroi","-22.88333","-43.10361","BR","21","Rio de Janeiro","456456","America/Sao_Paulo","pt","BR"
"3939459","Huancayo","Huancayo","-12.06866","-75.21027","PE","12","Junin","456250","America/Lima","es","PE"
"3448877","São João de Meriti","Sao Joao de Meriti","-22.80389","-43.37222","BR","21","Rio de Janeiro","454849","America/Sao_Paulo","pt","BR"
"4791259","Virginia Beach","Virginia Beach","36.85293","-75.97799","US","VA","Virginia","452745","America/New_York","en","US"
"3523466","Heroica Matamoros","Heroica Matamoros","25.87972","-97.50417","MX","28","Tamaulipas","449815","America/Matamoros","es","MX"
"3985241","San Nicolás de los Garza","San Nicolas de los Garza","25.74167","-100.30222","MX","19","Nuevo León","443273","America/Monterrey","es","MX"
"3728338","Carrefour","Carrefour","18.54114","-72.39922","HT","11","Ouest","442156","America/Port-au-Prince","fr","HT"
"4164138","Miami","Miami","25.77427","-80.19366","US","FL","Florida","441003","America/New_York","en","US"
"6324729","Halifax","Halifax","44.64269","-63.57688","CA","07","Nova Scotia","439819","America/Halifax","en","CA"
"4013704","Ciudad Obregón","Ciudad Obregon","27.48642","-109.94079","MX","26","Sonora","436484","America/Hermosillo","es","MX"
"3675443","Manizales","Manizales","5.0668","-75.50684","CO","37","Caldas Department","434403","America/Bogota","es","CO"
"3407669","Ananindeua","Ananindeua","-1.36556","-48.37222","BR","16","Pará","433956","America/Belem","pt","BR"
"3449433","Santos","Santos","-23.96083","-46.33361","BR","27","São Paulo","433656","America/Sao_Paulo","pt","BR"
"3688452","Buenaventura","Buenaventura","3.58333","-77.0","CO","29","Valle del Cauca Department","432385","America/Bogota","es","CO"
"3827407","Venustiano Carranza","Venustiano Carranza","19.44361","-99.10499","MX","09","Mexico City","430978","America/Mexico_City","es","MX"
"3941584","Cusco","Cusco","-13.53188","-71.96701","PE","08","Cuzco Department","428450","America/Lima","es","PE"
"3514783","Veracruz","Veracruz","19.18095","-96.1429","MX","30","Veracruz","428323","America/Mexico_City","es","MX"
"3526617","Xalapa de Enríquez","Xalapa de Enriquez","19.53124","-96.91589","MX","30","Veracruz","424755","America/Mexico_City","es","MX"
"6050610","Laval","Laval","45.56995","-73.692","CA","10","Quebec","422993","America/Toronto","en","CA"
"3664980","Boa Vista","Boa Vista","2.81972","-60.67333","BR","25","Roraima","419652","America/Boa_Vista","pt","BR"
"3662574","Rio Branco","Rio Branco","-9.97472","-67.81","BR","01","Acre","419452","America/Rio_Branco","pt","BR"
"5378538","Oakland","Oakland","37.80437","-122.2708","US","CA","California","419267","America/Los_Angeles","en","US"
"4568127","San Juan","San Juan","18.46633","-66.10572","PR","127","San Juan","418140","America/Puerto_Rico","es","PR"
"3532497","Azcapotzalco","Azcapotzalco","19.48698","-99.18594","MX","09","Mexico City","414711","America/Mexico_City","es","MX"
"4553433","Tulsa","Tulsa","36.15398","-95.99277","US","OK","Oklahoma","413066","America/Chicago","en","US"
"3645532","Ciudad Bolívar","Ciudad Bolivar","8.12366","-63.54694","VE","06","Bolívar","412619","America/Caracas","es","VE"
"5037649","Minneapolis","Minneapolis","44.97997","-93.26384","US","MN","Minnesota","410939","America/Chicago","en","US"
"3981369","Tonalá","Tonala","20.62445","-103.23423","MX","14","Jalisco","408759","America/Mexico_City","es","MX"
"3703443","Panamá","Panama","8.9936","-79.51973","PA","08","Panamá","408168","America/Panama","es","PA"
"3514450","Xochimilco","Xochimilco","19.25465","-99.10356","MX","09","Mexico City","407885","America/Mexico_City","es","MX"
"3453643","Piracicaba","Piracicaba","-22.72528","-47.64917","BR","27","São Paulo","407252","America/Sao_Paulo","pt","BR"
"3451353","Ribeirão das Neves","Ribeirao das Neves","-19.76694","-44.08667","BR","15","Minas Gerais","406802","America/Sao_Paulo","pt","BR"
"3644768","Cumaná","Cumana","10.4639","-64.17859","VE","19","Sucre","405626","America/Caracas","es","VE"
"3899539","Antofagasta","Antofagasta","-23.65094","-70.39752","CL","03","Antofagasta","401096","America/Santiago","es","CL"
"3648546","Barinas","Barinas","8.62064","-70.23105","VE","05","Barinas","397279","America/Caracas","es","VE"
"4281730","Wichita","Wichita","37.69224","-97.33754","US","KS","Kansas","396119","America/Chicago","en","US"
"6159905","Surrey","Surrey","49.10635","-122.82509","CA","02","British Columbia","394976","America/Vancouver","en","CA"
"3445026","Vila Velha","Vila Velha","-20.32972","-40.2925","BR","08","Espírito Santo","394930","America/Sao_Paulo","pt","BR"
"3447779","Serra","Serra","-20.12861","-40.30778","BR","08","Espírito Santo","394153","America/Sao_Paulo","pt","BR"
"3688928","Bello","Bello","6.33732","-75.55795","CO","02","Antioquia","392939","America/Bogota","es","CO"
"3672778","Pasto","Pasto","1.21456","-77.27846","CO","20","Nariño","392930","America/Bogota","es","CO"
"3836277","Santa Fe","Santa Fe","-31.64881","-60.70868","AR","21","Santa Fe","391164","America/Argentina/Cordoba","es","AR"
"3464739","Diadema","Diadema","-23.68611","-46.62278","BR","27","São Paulo","390633","America/Sao_Paulo","pt","BR"
"4335045","New Orleans","New Orleans","29.95465","-90.07507","US","LA","Louisiana","389617","America/Chicago","en","US"
"4671240","Arlington","Arlington","32.73569","-97.10807","US","TX","Texas","388125","America/Chicago","en","US"
"5150529","Cleveland","Cleveland","41.4995","-81.69541","US","OH","Ohio","388072","America/New_York","en","US"
"3660689","Ambato","Ambato","-1.24908","-78.61675","EC","19","Tungurahua Province","387309","America/Guayaquil","es","EC"
"6957079","Benito Juárez","Benito Juarez","19.3727","-99.1564","MX","09","Mexico City","385439","America/Mexico_City","es","MX"
"4174757","Tampa","Tampa","27.94752","-82.45843","US","FL","Florida","384959","America/New_York","en","US"
"11962371","Grajaú","Grajau","-23.76979","-46.67112","BR","27","São Paulo","384373","America/Sao_Paulo","pt","BR"
"3526700","Iztacalco","Iztacalco","19.39528","-99.09778","MX","09","Mexico City","384326","America/Mexico_City","es","MX"
"3470044","Betim","Betim","-19.96778","-44.19833","BR","15","Minas Gerais","384000","America/Sao_Paulo","pt","BR"
"3726786","Delmas","Delmas","18.54478","-72.30036","HT","11","Ouest","382920","America/Port-au-Prince","fr","HT"
"3996322","Mazatlán","Mazatlan","23.22163","-106.41885","MX","25","Sinaloa","381583","America/Mazatlan","es","MX"
"3466537","Caxias do Sul","Caxias do Sul","-29.16806","-51.17944","BR","23","Rio Grande do Sul","381270","America/Sao_Paulo","pt","BR"
"4004330","Irapuato","Irapuato","20.67675","-101.35628","MX","11","Guanajuato","380941","America/Mexico_City","es","MX"
"3470279","Bauru","Bauru","-22.31472","-49.06056","BR","27","São Paulo","379297","America/Sao_Paulo","pt","BR"
"3696183","Iquitos","Iquitos","-3.74814","-73.2529","PE","16","Loreto","377609","America/Lima","es","PE"
"3448639","São José do Rio Preto","Sao Jose do Rio Preto","-20.81972","-49.37944","BR","27","São Paulo","374699","America/Sao_Paulo","pt","BR"
"3522551","Nuevo Laredo","Nuevo Laredo","27.47629","-99.51639","MX","28","Tamaulipas","373725","America/Matamoros","es","MX"
"5325738","Bakersfield","Bakersfield","35.37329","-119.01871","US","CA","California","373640","America/Los_Angeles","en","US"
"3827408","Miguel Hidalgo","Miguel Hidalgo","19.43411","-99.20024","MX","09","Mexico City","372889","America/Mexico_City","es","MX"
"3629672","Puerto La Cruz","Puerto La Cruz","10.21382","-64.6328","VE","02","Anzoátegui","370000","America/Caracas","es","VE"
"3393536","Olinda","Olinda","-8.00889","-34.85528","BR","30","Pernambuco","366754","America/Recife","pt","BR"
"5950268","Etobicoke","Etobicoke","43.64415","-79.56985","CA","08","Ontario","365000","America/Toronto","en","CA"
"3630297","Petare","Petare","10.47679","-66.80786","VE","15","Miranda","364684","America/Caracas","es","VE"
"3469968","Blumenau","Blumenau","-26.91944","-49.06611","BR","26","Santa Catarina","361855","America/Sao_Paulo","pt","BR"
"3466998","Carapicuíba","Carapicuiba","-23.52272","-46.835","BR","27","São Paulo","361112","America/Sao_Paulo","pt","BR"
"5412347","Aurora","Aurora","39.72943","-104.83192","US","CO","Colorado","359407","America/Denver","en","US"
"3463011","Franca","Franca","-20.53861","-47.40083","BR","27","São Paulo","358539","America/Sao_Paulo","pt","BR"
"3673899","Neiva","Neiva","2.93001","-75.27973","CO","16","Huila Department","357392","America/Bogota","es","CO"
"3980760","Uruapan","Uruapan","19.41116","-102.05644","MX","16","Michoacán","356786","America/Mexico_City","es","MX"
"3514519","Xico","Xico","19.27032","-98.95088","MX","15","México","356352","America/Mexico_City","es","MX"
"3827406","Benito Juarez","Benito Juarez","19.3984","-99.15766","MX","09","Mexico City","355017","America/Mexico_City","es","MX"
"3514670","Villahermosa","Villahermosa","17.98625","-92.93928","MX","27","Tabasco","353577","America/Merida","es","MX"
"4005867","Ciudad General Escobedo","Ciudad General Escobedo","25.79698","-100.31791","MX","19","Nuevo León","352444","America/Monterrey","es","MX"
"3647651","Cabimas","Cabimas","10.39907","-71.45206","VE","23","Zulia","351736","America/Caracas","es","VE"
"5856195","Honolulu","Honolulu","21.30694","-157.85833","US","HI","Hawaii","350964","Pacific/Honolulu","en","US"
"5323810","Anaheim","Anaheim","33.83529","-117.9145","US","CA","California","350742","America/Los_Angeles","en","US"
"3403642","Campina Grande","Campina Grande","-7.23056","-35.88111","BR","17","Paraíba","348936","America/Fortaleza","pt","BR"
"3566067","Camagüey","Camagueey","21.38083","-77.91694","CU","05","Camagüey","347562","America/Havana","es","CU"
"6058560","London","London","42.98339","-81.23304","CA","08","Ontario","346765","America/Toronto","en","CA"
"3435217","Corrientes","Corrientes","-27.46784","-58.8344","AR","06","Corrientes","346334","America/Argentina/Cordoba","es","AR"
"3625829","Turmero","Turmero","10.22856","-67.47421","VE","04","Aragua","344700","America/Caracas","es","VE"
"3667849","Soledad","Soledad","10.91843","-74.76459","CO","04","Atlántico","342556","America/Bogota","es","CO"
"4014875","Celaya","Celaya","20.52353","-100.8157","MX","11","Guanajuato","340387","America/Mexico_City","es","MX"
"4498303","West Raleigh","West Raleigh","35.78682","-78.66389","US","NC","North Carolina","338759","America/New_York","en","US"
"3529947","Cuernavaca","Cuernavaca","18.9261","-99.23075","MX","17","Morelos","338650","America/Mexico_City","es","MX"
"3460644","Itaquaquecetuba","Itaquaquecetuba","-23.48611","-46.34833","BR","27","São Paulo","336679","America/Sao_Paulo","pt","BR"
"5392900","Santa Ana","Santa Ana","33.74557","-117.86783","US","CA","California","335400","America/Los_Angeles","en","US"
"3621849","San José","San Jose","9.93388","-84.08489","CR","08","San José","335007","America/Costa_Rica","es","CR"
"3981941","Tepic","Tepic","21.50733","-104.89332","MX","18","Nayarit","332863","America/Mazatlan","es","MX"
"3456814","Montes Claros","Montes Claros","-16.735","-43.86167","BR","15","Minas Gerais","332379","America/Sao_Paulo","pt","BR"
"3530580","Ciudad Victoria","Ciudad Victoria","23.74061","-99.14364","MX","28","Tamaulipas","332100","America/Monterrey","es","MX"
"3982912","Soledad de Graciano Sánchez","Soledad de Graciano Sanchez","22.18912","-100.93792","MX","24","San Luis Potosí","332072","America/Mexico_City","es","MX"
"3583096","Soyapango","Soyapango","13.71024","-89.13989","SV","10","San Salvador Department","329708","America/El_Salvador","es","SV"
"6066513","Markham","Markham","43.86682","-79.2663","CA","08","Ontario","328966","America/Toronto","en","CA"
"3467467","Canoas","Canoas","-29.91778","-51.18361","BR","23","Rio Grande do Sul","328291","America/Sao_Paulo","pt","BR"
"4683416","Corpus Christi","Corpus Christi","27.80058","-97.39638","US","TX","Texas","326586","America/Chicago","en","US"
"3693345","Pucallpa","Pucallpa","-8.37915","-74.55387","PE","25","Ucayali","326040","America/Lima","es","PE"
"3457001","Mogi das Cruzes","Mogi das Cruzes","-23.52278","-46.18833","BR","27","São Paulo","325746","America/Sao_Paulo","pt","BR"
"3448136","São Vicente","Sao Vicente","-23.96306","-46.39194","BR","27","São Paulo","324457","America/Sao_Paulo","pt","BR"
"3461789","Guarujá","Guaruja","-23.99306","-46.25639","BR","27","São Paulo","322750","America/Sao_Paulo","pt","BR"
"5387877","Riverside","Riverside","33.95335","-117.39616","US","CA","California","322424","America/Los_Angeles","en","US"
"3526682","Ixtapaluca","Ixtapaluca","19.31556","-98.88284","MX","15","México","322271","America/Mexico_City","es","MX"
"3652941","Portoviejo","Portoviejo","-1.05764","-80.45145","EC","14","Manabí","321800","America/Guayaquil","es","EC"
"3665900","Villavicencio","Villavicencio","4.13238","-73.62564","CO","19","Meta Department","321717","America/Bogota","es","CO"
"3459462","Jundiaí","Jundiai","-23.18639","-46.88417","BR","27","São Paulo","321589","America/Sao_Paulo","pt","BR"
"3701329","San Miguelito","San Miguelito","9.05032","-79.47068","PA","08","Panamá","321501","America/Panama","es","PA"
"3454244","Pelotas","Pelotas","-31.76997","-52.34101","BR","23","Rio Grande do Sul","320674","America/Sao_Paulo","pt","BR"
"4297983","Lexington","Lexington","37.98869","-84.47772","US","KY","Kentucky","320347","America/New_York","en","US"
"3472287","Anápolis","Anapolis","-16.32667","-48.95278","BR","29","Goiás","319587","America/Sao_Paulo","pt","BR"
"3556969","Holguín","Holguin","20.88722","-76.26306","CU","12","Holguín Province","319102","America/Havana","es","CU"
"3671916","Popayán","Popayan","2.43823","-76.61316","CO","09","Cauca Department","318059","America/Bogota","es","CO"
"3446682","Taubaté","Taubate","-23.02639","-45.55528","BR","27","São Paulo","317915","America/Sao_Paulo","pt","BR"
"3698304","Chimbote","Chimbote","-9.07508","-78.59373","PE","02","Ancash","316966","America/Lima","es","PE"
"3658192","Eloy Alfaro","Eloy Alfaro","-2.16919","-79.83987","EC","10","Guayas","315724","America/Guayaquil","es","EC"
"4407066","St. Louis","St. Louis","38.62727","-90.19789","US","MO","Missouri","315685","America/Chicago","en","US"
"4297999","Lexington-Fayette","Lexington-Fayette","38.0498","-84.45855","US","KY","Kentucky","314488","America/New_York","en","US"
"3667905","Soacha","Soacha","4.57937","-74.21682","CO","33","Cundinamarca","313945","America/Bogota","es","CO"
"3444924","Vitória","Vitoria","-20.31944","-40.33778","BR","08","Espírito Santo","312656","America/Sao_Paulo","pt","BR"
"3673164","Palmira","Palmira","3.53944","-76.30361","CO","29","Valle del Cauca Department","312519","America/Bogota","es","CO"
"3457671","Maringá","Maringa","-23.42528","-51.93861","BR","18","Paraná","311724","America/Sao_Paulo","pt","BR"
"11962408","Jardim Angela","Jardim Angela","-23.71636","-46.76872","BR","27","São Paulo","311432","America/Sao_Paulo","pt","BR"
"4508722","Cincinnati","Cincinnati","39.12711","-84.51439","US","OH","Ohio","311097","America/New_York","en","US"
"3516355","Tampico","Tampico","22.28519","-97.87777","MX","28","Tamaulipas","309003","America/Monterrey","es","MX"
"4167147","Orlando","Orlando","28.53834","-81.37924","US","FL","Florida","307573","America/New_York","en","US"
"3474574","Palmas","Palmas","-10.16745","-48.32766","BR","31","Tocantins","306296","America/Araguaina","pt","BR"
"6173577","Vaughan","Vaughan","43.8361","-79.49827","CA","08","Ontario","306233","America/Toronto","en","CA"
"3718420","Port-de-Paix","Port-de-Paix","19.93984","-72.83037","HT","03","Nord-Ouest","306217","America/Port-au-Prince","fr","HT"
"3429886","Posadas","Posadas","-27.39184","-55.92379","AR","14","Misiones","305874","America/Argentina/Cordoba","es","AR"
"5399020","Stockton","Stockton","37.9577","-121.29078","US","CA","California","305658","America/Los_Angeles","en","US"
"3515463","Tláhuac","Tlahuac","19.28689","-99.00507","MX","09","Mexico City","305076","America/Mexico_City","es","MX"
"5206379","Pittsburgh","Pittsburgh","40.44062","-79.99589","US","PA","Pennsylvania","304391","America/New_York","en","US"
"3689560","Armenia","Armenia","4.53656","-75.67263","CO","23","Quindío Department","304314","America/Bogota","es","CO"
"5045360","Saint Paul","Saint Paul","44.94441","-93.09327","US","MN","Minnesota","303176","America/Chicago","en","US"
"3439101","Ciudad del Este","Ciudad del Este","-25.5036","-54.65067","PY","01","Alto Paraná Department","301815","America/Asuncion","es","PY"
"3632308","Mérida","Merida","8.57899","-71.16922","VE","14","Mérida","300000","America/Caracas","es","VE"
"3865086","Bahía Blanca","Bahia Blanca","-38.7176","-62.26545","AR","01","Buenos Aires","299101","America/Argentina/Buenos_Aires","es","AR"
"7281931","Okanagan","Okanagan","50.36386","-119.34997","CA","02","British Columbia","297601","America/Vancouver","en","CA"
"5072006","Lincoln","Lincoln","40.8","-96.66696","US","NE","Nebraska","294757","America/Chicago","en","US"
"3868121","Viña del Mar","Vina del Mar","-33.02457","-71.55183","CL","01","Valparaíso","294551","America/Santiago","es","CL"
"3453186","Ponta Grossa","Ponta Grossa","-25.095","-50.16194","BR","18","Paraná","292177","America/Sao_Paulo","pt","BR"
"5879400","Anchorage","Anchorage","61.21806","-149.90028","US","AK","Alaska","291247","America/Anchorage","en","US"
"3429577","Resistencia","Resistencia","-27.46363","-58.98665","AR","03","Chaco","290793","America/Argentina/Cordoba","es","AR"
"3392740","Paulista","Paulista","-7.94083","-34.87306","BR","30","Pernambuco","289971","America/Recife","pt","BR"
"3628473","San Cristóbal","San Cristobal","7.76593","-72.23576","VE","20","Táchira","289852","America/Caracas","es","VE"
"3458575","Limeira","Limeira","-22.56472","-47.40167","BR","27","São Paulo","289665","America/Sao_Paulo","pt","BR"
"6174041","Victoria","Victoria","48.4359","-123.35155","CA","02","British Columbia","289625","America/Vancouver","en","CA"
"3654533","Machala","Machala","-3.25886","-79.95876","EC","08","El Oro","289141","America/Guayaquil","es","EC"
"4300488","Meads","Meads","38.41258","-82.70905","US","KY","Kentucky","288649","America/New_York","en","US"
"4295940","Ironville","Ironville","38.45647","-82.69238","US","KY","Kentucky","288649","America/New_York","en","US"
"3928128","Tacna","Tacna","-18.01465","-70.25362","PE","23","Tacna","286240","America/Lima","es","PE"
"3447259","Sumaré","Sumare","-22.82194","-47.26694","BR","27","São Paulo","286211","America/Sao_Paulo","pt","BR"
"5505411","Henderson","Henderson","36.0397","-114.98194","US","NV","Nevada","285667","America/Los_Angeles","en","US"
"4469146","Greensboro","Greensboro","36.07264","-79.79198","US","NC","North Carolina","285342","America/New_York","en","US"
"3445156","Viamão","Viamao","-30.08111","-51.02333","BR","23","Rio Grande do Sul","285269","America/Sao_Paulo","pt","BR"
"3487903","Alto Barinas","Alto Barinas","8.5931","-70.2261","VE","05","Barinas","284289","America/Caracas","es","VE"
"3450083","Santa Maria","Santa Maria","-29.68417","-53.80694","BR","23","Rio Grande do Sul","283677","America/Sao_Paulo","pt","BR"
"4719457","Plano","Plano","33.01984","-96.69889","US","TX","Texas","283558","America/Chicago","en","US"
"3447212","Suzano","Suzano","-23.5425","-46.31083","BR","27","São Paulo","283314","America/Sao_Paulo","pt","BR"
"3719028","Pétionville","Petionville","18.5125","-72.28528","HT","11","Ouest","283052","America/Port-au-Prince","fr","HT"
"3868626","Valparaíso","Valparaiso","-33.036","-71.62963","CL","01","Valparaíso","282448","America/Santiago","es","CL"
"3938527","Ica","Ica","-14.07538","-75.73422","PE","11","Ica","282407","America/Lima","es","PE"
"5101798","Newark","Newark","40.73566","-74.17237","US","NJ","New Jersey","281944","America/New_York","en","US"
"3680450","Itagüí","Itaguei","6.18461","-75.59913","CO","02","Antioquia","281853","America/Bogota","es","CO"
"3522732","Nicolás Romero","Nicolas Romero","19.64177","-99.3068","MX","15","México","281799","America/Mexico_City","es","MX"
"5261457","Madison","Madison","43.07305","-89.40123","US","WI","Wisconsin","280305","America/Chicago","en","US"
"5174035","Toledo","Toledo","41.66394","-83.55521","US","OH","Ohio","279789","America/New_York","en","US"
"4006702","Ensenada","Ensenada","31.87149","-116.60071","MX","02","Baja California","279765","America/Tijuana","es","MX"
"3627047","Santa Teresa del Tuy","Santa Teresa del Tuy","10.23291","-66.66474","VE","15","Miranda","278890","America/Caracas","es","VE"
"6182962","Windsor","Windsor","42.30008","-83.01654","CA","08","Ontario","278013","America/Toronto","en","CA"
"3530569","Coacalco","Coacalco","19.62923","-99.10689","MX","15","México","277959","America/Mexico_City","es","MX"
"3667983","Sincelejo","Sincelejo","9.3045","-75.3905","CO","27","Sucre Department","277773","America/Bogota","es","CO"
"3402429","Caucaia","Caucaia","-3.73611","-38.65306","BR","06","Ceará","275019","America/Fortaleza","pt","BR"
"3654667","Loja","Loja","-3.99313","-79.20422","EC","12","Loja","274112","America/Guayaquil","es","EC"
"3988214","Salamanca","Salamanca","20.57196","-101.19154","MX","11","Guanajuato","273417","America/Mexico_City","es","MX"
"3557689","Guantánamo","Guantanamo","20.14444","-75.20917","CU","10","Guantánamo Province","272801","America/Havana","es","CU"
"3454031","Petrópolis","Petropolis","-22.505","-43.17861","BR","21","Rio de Janeiro","272691","America/Sao_Paulo","pt","BR"
"11962376","Capao Redondo","Capao Redondo","-23.66877","-46.78051","BR","27","São Paulo","270767","America/Sao_Paulo","pt","BR"
"3430697","Merlo","Merlo","-34.66536","-58.72744","AR","01","Buenos Aires","268961","America/Argentina/Buenos_Aires","es","AR"
"3984583","Santa Catarina","Santa Catarina","25.67325","-100.45813","MX","19","Nuevo León","268347","America/Monterrey","es","MX"
"3682385","Floridablanca","Floridablanca","7.06222","-73.08644","CO","26","Santander Department","267591","America/Bogota","es","CO"
"3392998","Parnamirim","Parnamirim","-5.91556","-35.26278","BR","22","Rio Grande do Norte","267036","America/Fortaleza","pt","BR"
"6318632","Sapopemba","Sapopemba","-23.59556","-46.52472","BR","27","São Paulo","266715","America/Sao_Paulo","pt","BR"
"5336899","Chula Vista","Chula Vista","32.64005","-117.0842","US","CA","California","265757","America/Los_Angeles","en","US"
"5099836","Jersey City","Jersey City","40.72816","-74.07764","US","NJ","New Jersey","264290","America/New_York","en","US"
"3654410","Manta","Manta","-0.94937","-80.73137","EC","14","Manabí","264281","America/Guayaquil","es","EC"
"3652350","Riobamba","Riobamba","-1.66506","-78.65887","EC","06","Chimborazo Province","264048","America/Guayaquil","es","EC"
"3429652","Quilmes","Quilmes","-34.72065","-58.25454","AR","01","Buenos Aires","262379","America/Argentina/Buenos_Aires","es","AR"
"11962429","Sacoma","Sacoma","-23.63083","-46.59817","BR","27","São Paulo","261436","America/Sao_Paulo","pt","BR"
"3445839","Uberaba","Uberaba","-19.74833","-47.93194","BR","15","Minas Gerais","260843","America/Sao_Paulo","pt","BR"
"5289282","Chandler","Chandler","33.30616","-111.84125","US","AZ","Arizona","260828","America/Phoenix","en","US"
"4920423","Fort Wayne","Fort Wayne","41.1306","-85.12886","US","IN","Indiana","260326","America/Indiana/Indianapolis","en","US"
"11962427","Jardim Sao Luis","Jardim Sao Luis","-23.68073","-46.7394","BR","27","São Paulo","259277","America/Sao_Paulo","pt","BR"
"3463030","Foz do Iguaçu","Foz do Iguacu","-25.54778","-54.58806","BR","18","Paraná","258248","America/Sao_Paulo","pt","BR"
"5110629","Buffalo","Buffalo","42.88645","-78.87837","US","NY","New York","258071","America/New_York","en","US"
"3836564","San Salvador de Jujuy","San Salvador de Jujuy","-24.1928","-65.29342","AR","10","Jujuy","257970","America/Argentina/Jujuy","es","AR"
"4464368","Durham","Durham","35.99403","-78.89862","US","NC","North Carolina","257636","America/New_York","en","US"
"4005775","Gómez Palacio","Gomez Palacio","25.56985","-103.49588","MX","10","Durango","257352","America/Monterrey","es","MX"
"3466779","Cascavel","Cascavel","-24.95583","-53.45528","BR","18","Paraná","257172","America/Sao_Paulo","pt","BR"
"4171563","St. Petersburg","St. Petersburg","27.77086","-82.67927","US","FL","Florida","257083","America/New_York","en","US"
"5359777","Irvine","Irvine","33.66946","-117.82311","US","CA","California","256927","America/Los_Angeles","en","US"
"5992996","Kitchener","Kitchener","43.42537","-80.5112","CA","08","Ontario","256885","America/Toronto","en","CA"
"3997479","Los Mochis","Los Mochis","25.79097","-108.99825","MX","25","Sinaloa","256613","America/Mazatlan","es","MX"
"3522210","Pachuca de Soto","Pachuca de Soto","20.11697","-98.73329","MX","13","Hidalgo","256584","America/Mexico_City","es","MX"
"3461311","Indaiatuba","Indaiatuba","-23.08842","-47.2119","BR","27","São Paulo","256223","America/Sao_Paulo","pt","BR"
"4705349","Laredo","Laredo","27.50641","-99.50754","US","TX","Texas","255473","America/Chicago","en","US"
"3522507","Oaxaca","Oaxaca","17.06025","-96.72544","MX","20","Oaxaca","255029","America/Mexico_City","es","MX"
"3456068","Novo Hamburgo","Novo Hamburgo","-29.67833","-51.13056","BR","23","Rio Grande do Sul","253841","America/Sao_Paulo","pt","BR"
"3465284","Cotia","Cotia","-23.60389","-46.91917","BR","27","São Paulo","253608","America/Sao_Paulo","pt","BR"
"3444914","Vitória da Conquista","Vitoria da Conquista","-14.86611","-40.83944","BR","05","Bahia","253137","America/Bahia","pt","BR"
"3870282","Talcahuano","Talcahuano","-36.72494","-73.11684","CL","06","Biobío","252968","America/Santiago","es","CL"
"3633622","Los Teques","Los Teques","10.34954","-67.04266","VE","15","Miranda","252242","America/Caracas","es","VE"
"3835869","Santiago del Estero","Santiago del Estero","-27.80047","-64.26285","AR","22","Santiago del Estero","252192","America/Argentina/Cordoba","es","AR"
"3470353","Barueri","Barueri","-23.51056","-46.87611","BR","27","São Paulo","251994","America/Sao_Paulo","pt","BR"
